[2025-04-30T18:34:58.226+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-04-30T18:34:58.255+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: TFL_DATA_DAG_V2.load_data manual__2025-04-30T17:22:54.081203+00:00 [queued]>
[2025-04-30T18:34:58.270+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: TFL_DATA_DAG_V2.load_data manual__2025-04-30T17:22:54.081203+00:00 [queued]>
[2025-04-30T18:34:58.272+0000] {taskinstance.py:2867} INFO - Starting attempt 5 of 6
[2025-04-30T18:34:58.294+0000] {taskinstance.py:2890} INFO - Executing <Task(PythonOperator): load_data> on 2025-04-30 17:22:54.081203+00:00
[2025-04-30T18:34:58.308+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'TFL_DATA_DAG_V2', 'load_data', 'manual__2025-04-30T17:22:54.081203+00:00', '--job-id', '473', '--raw', '--subdir', 'DAGS_FOLDER/my_dag.py', '--cfg-path', '/tmp/tmpirrx3v1c']
[2025-04-30T18:34:58.313+0000] {standard_task_runner.py:105} INFO - Job 473: Subtask load_data
[2025-04-30T18:34:58.313+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=3320) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-04-30T18:34:58.316+0000] {standard_task_runner.py:72} INFO - Started process 3323 to run task
[2025-04-30T18:34:58.397+0000] {task_command.py:467} INFO - Running <TaskInstance: TFL_DATA_DAG_V2.load_data manual__2025-04-30T17:22:54.081203+00:00 [running]> on host 605a3e254bf1
[2025-04-30T18:34:58.518+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='abdulsalam' AIRFLOW_CTX_DAG_ID='TFL_DATA_DAG_V2' AIRFLOW_CTX_TASK_ID='load_data' AIRFLOW_CTX_EXECUTION_DATE='2025-04-30T17:22:54.081203+00:00' AIRFLOW_CTX_TRY_NUMBER='5' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-04-30T17:22:54.081203+00:00'
[2025-04-30T18:34:58.521+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-04-30T18:34:58.558+0000] {base.py:84} INFO - Retrieving connection 'snowflake_conn'
[2025-04-30T18:34:58.560+0000] {connection.py:424} INFO - Snowflake Connector for Python Version: 3.13.2, Python Version: 3.12.9, Platform: Linux-6.10.0-linuxkit-x86_64-with-glibc2.36
[2025-04-30T18:34:58.562+0000] {connection.py:1213} INFO - Connecting to GLOBAL Snowflake domain
[2025-04-30T18:34:58.563+0000] {connection.py:1295} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2025-04-30T18:35:00.204+0000] {logging_mixin.py:190} INFO - snowflake conn:  <snowflake.connector.connection.SnowflakeConnection object at 0x7f28735d02c0>
[2025-04-30T18:36:32.316+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:32.319+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:33.396+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:33.398+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:34.587+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:34.590+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:35.597+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:35.600+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:36.648+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:36.651+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:37.941+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:37.945+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:39.069+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:39.071+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:40.806+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:40.809+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:41.851+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:41.852+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:43.694+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:43.697+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:45.352+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:45.356+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:46.351+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:46.355+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:47.350+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:47.352+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:48.489+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:48.490+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:49.572+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:49.574+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:51.455+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:51.458+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:52.511+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:52.516+0000] {logging_mixin.py:190} INFO - t:  1
[2025-04-30T18:36:53.548+0000] {logging_mixin.py:190} INFO - rows:  [(1,)]
[2025-04-30T18:36:53.550+0000] {logging_mixin.py:190} INFO - t:  1
